GENE,Human,Chimpanzee,Gorilla,Macaque,Marmoset,Mouse Lemur,Rat,Mouse,Rabbit,Cow,Pig,Cat,Microbat,Horse,Opossum,Platypus,Chicken,Zebra Finch,Chinese softshell turtle,Anole lizard,Xenopus,Medaka,Tetraodon,Fugu,Cod,Zebrafish,Spotted gar,Lamprey,C.savignyi,C.intestinalis,Fruitfly,C. elegans,S. cerevisiae
SPDEF#ENSG00000124664,100,98.8,99.1,92.5,96.1,89.6,86.6,85.4,75.2,92.2,92.5,94,90.1,91.9,83,76.1,66.6,52.5,75.8,75.5,67.5,30.7,51.6,52.2,26.3,49,66.6,0,0,0,42.7,30.7,
PRDM1#ENSG00000057657,100,99.2,99.5,99,95.4,91.3,88.4,89,88.7,87.8,90.1,86.9,89.8,91.8,80.6,76.8,53.6,77.5,77.2,73.6,66.8,33,37.5,48,26.7,53.8,64.8,26.9,0,0,27.3,21.8,
NR1D2#ENSG00000174738,100,99.5,99.8,99,86.2,97.9,89.6,90.8,95,87.7,96,96.4,95.7,96.7,87.4,88.4,80.5,69.9,83.1,76.2,67.2,51.1,57.3,60.4,49.9,60.4,65.6,43.7,19.7,20.7,24.9,0,
FOS#ENSG00000170345,100,99.7,99.7,98.4,98.2,96.3,94.2,93.7,93.9,96.3,96.8,97.4,93.7,96.6,88.7,75,72.6,71.8,76.6,70.5,64.2,50.8,52.4,52.4,50,51.6,57.6,24.2,30.3,28.2,22.1,0,
L3MBTL3#ENSG00000198945,100,88.5,99.7,99.5,96.2,94,86.4,88.8,93.8,96.2,94.9,94.5,93.8,96.8,84.1,38.8,39.1,70.3,76.2,63.8,46,47.6,48.2,48.8,48.1,54.7,61.7,36.2,21.4,27.2,29.9,0,
ETV4#ENSG00000175832,100,99.4,99.6,98.8,97.5,97.3,92.6,92.6,89.3,93.8,93.6,93.4,93.6,94.2,83.9,57.6,65.5,59.9,62.2,59.5,40.3,61.2,59.1,57.9,51.7,60.7,62.2,40.7,0,0,29.8,0,
GATAD2A#ENSG00000167491,100,99.5,98.9,98.6,84.2,94.3,88.5,87.2,87.5,92.1,92.7,92.9,90.4,92.4,76.8,54.4,69.7,52.5,72.9,0,59.3,57.1,53.6,55,52.7,53.9,52.4,41.3,0,25.6,28.5,18.6,
NEUROD1#ENSG00000162992,100,99.7,99.7,99.7,99.7,99.4,98,97.8,0,98,98.9,99.4,98.9,99.4,94.7,62.9,78.1,0,91.6,0,80.1,60.1,55.9,62.4,53.1,74.2,78.7,51.7,0,0,0,20.8,
DNMT1#ENSG00000130816,100,99.9,89.4,98,96,92.7,77.3,76.2,49.9,88.2,88.1,84,82.4,89.9,66.3,5.7,66.8,28.9,54.7,67.8,69.1,62.6,59.3,62.5,61.6,64.5,65.3,30.8,43.3,43.5,0,0,
ZNF800#ENSG00000048405,100,100,92.2,99.7,99.1,99.2,94.7,94.4,97,83.4,95,84.6,97.4,98.5,94.1,90.5,85.7,82.8,86.6,70.5,57.4,45.3,45.3,44.4,34.2,47.3,67.2,16.7,0,0,19.6,0,
ST18#ENSG00000147488,100,99.5,99.2,98.4,94.6,92.2,84.1,83.1,88.9,84.1,82.1,87.1,85.3,89.4,81.3,78.4,77,77.4,79.7,72,60.9,48.8,44.9,50,46.4,0,56,0,16.9,15.6,8,3.7,
ELF1#ENSG00000120690,100,99.8,99.8,99.7,96.8,93.7,86.9,88.7,92.9,87.1,86.8,82.1,89.7,93.5,82.4,66.9,76.1,74.5,77.2,68,70,36.3,34.1,35.1,30.7,0,51.1,19.4,13.1,17.3,19.9,17.6,
ETV6#ENSG00000139083,100,99.6,99.8,100,99.3,97.1,94.9,89.4,98.2,84.3,88.9,89.6,86.3,89.2,94.2,83.6,87.4,82.3,89.6,79,75.2,52.4,58.6,60,35.2,0,68.8,0,0,0,21,0,
ETS1#ENSG00000134954,100,99.4,99.6,99,98.4,96.3,85.8,84.1,96.9,85.6,82.7,96.1,84.5,86,84.3,90.9,89.5,87.8,90.9,90.5,78.4,73,73.6,73.8,0,0,75.5,0,38.8,38.1,37.3,0,
RARB#ENSG00000077092,100,100,90.4,100,88.2,99.8,98.2,98.4,90.2,90,67,99.6,99.1,97.8,98.2,82.8,87.1,95.5,97.1,94.2,81,83.7,77.5,57.1,65,0,87.7,0,54.2,54.7,0,0,
NFIB#ENSG00000147862,100,98.4,98.4,98.4,83.6,97,98.2,97.8,96.6,93.7,97,96.4,98.2,96.4,70.2,96.6,94.7,91.5,96.8,92.5,92.7,79.8,83.6,81.4,79.6,0,85,0,0,0,36.8,27.9,
ZBTB44#ENSG00000196323,100,79.6,100,99.3,94.9,98.1,76.8,76.7,77.7,96.1,94,77.7,96,77.9,93.3,73.9,92.3,92.8,88.4,89.6,88.1,75.6,55.8,73.5,70,53.5,80.9,0,0,16.5,15.6,0,
TSHZ3#ENSG00000121297,100,98.6,97.3,98.1,96.3,88.6,94.4,94.8,62.9,93.2,86.1,93.7,82.3,92.7,94.3,92.5,90.5,90.3,88.6,89.6,79.8,67.8,65.2,68.6,67.8,72.8,80.4,0,3.3,14,0,0,
ELK3#ENSG00000111145,100,99.8,83,99.5,99.5,95.3,93.4,92.4,0,94.8,94.3,94.3,95.3,94.8,88,92.1,89.7,89.2,90.2,88.5,79.9,52.8,58.7,60.7,47.2,64.1,71.3,0,0,7.9,0,0,
ZIC1#ENSG00000152977,100,96.9,99.8,100,100,90.6,99.3,99.3,0,91.1,99.8,100,74.3,85.5,92.6,46.8,93.5,92.6,93.1,91.1,92.2,86.6,87.2,87.7,87.9,88.6,88.6,0,37.1,37.8,45.6,27.7,
NR2F1#ENSG00000175745,100,100,63.4,94.1,67.4,94.1,99.1,99.1,0,82.7,99.8,79.4,75.9,63.8,56.3,0,95.3,90.8,78.5,81.8,93.9,59.3,61.2,92.9,92.9,93.6,93.4,70.2,0,0,62.2,31.2,
FOXB1#ENSG00000171956,100,100,84,100,99.7,100,0,99.7,0,99.7,82.5,99.7,0,100,98.5,0,83.7,92.6,91.4,0,86.5,80.9,81.2,80.9,79.1,79.7,85.5,61.5,40.3,0,41.2,34.5,
LMX1B#ENSG00000136944,100,88.4,50.7,99.5,89.4,97.3,97,91.6,51,70.4,70.4,97.3,26.4,82.8,94.3,30.3,90.1,65.5,69.2,45.6,63.3,81.8,56.4,81,79.1,59.9,53.7,0,39.2,40.4,38.9,30.8,
ARNT2#ENSG00000172379,100,95.7,99.9,98.7,97.8,97.1,96.8,97.1,82.3,67.2,28.3,96.5,0,94.8,96.2,17.7,87.3,95.1,94.4,92.6,85.4,57.9,16.2,71.7,80.9,85.6,87.3,0,37,37.1,40.6,29,
ZNF362#ENSG00000160094,100,97.1,87.9,88.3,96.4,96.4,98.1,98.1,98.8,97.6,42.1,93.6,76.9,82.6,93.6,0,91.2,29.8,79.5,89,68.8,70.7,8.6,71.2,73.1,75.5,79.8,0,0,22.9,30,25.7,
SP2#ENSG00000167182,100,99.8,99.7,96.4,97.7,97.4,94,93.5,93.6,96.4,57.9,97.7,95.1,90.7,86.1,0,82.4,0,59.1,78.3,62,59.5,59.2,59.5,59.1,60.8,66.1,20.4,0,0,25.6,11.9,
DNTTIP1#ENSG00000101457,100,62.6,79.6,99.4,90.3,98.2,96.4,96.4,97,97.6,97.9,98.2,94.2,97.3,82.4,24.9,64.4,28.9,71.7,66.6,66.6,53.8,54.1,43.5,52,59,0,0,0,32.8,0,22.8,
ASH1L#ENSG00000116539,100,99.8,91.2,98.8,98.3,97.2,92.7,92,91.6,95.8,91.3,91.9,94.5,95.8,89.3,0,79.6,78.1,48.9,72.6,0,39,38,39.7,34.5,43.7,1.1,15.7,5.3,5.9,16.2,4.9,
ZNF410#ENSG00000119725,100,90.3,97.5,97.5,89.5,87.6,85.7,85.3,86.2,87,87,88,87.2,87.8,76.4,0,70.3,69.8,75,68.2,51,41.3,43.8,45,39.1,45.5,50.8,0,0,0,0,0,
MYSM1#ENSG00000162601,100,99.5,99.3,97.2,95.8,91.8,77.1,78,54.1,86.1,85.9,85.6,86.7,85.6,72.8,0,72.2,67.6,66.7,68.4,56.6,43.5,47.5,48.8,46.5,50.7,55.9,16.8,5,11.2,11.1,0,
RREB1#ENSG00000124782,100,99.5,99.1,96.7,93.5,87.7,80.3,80.8,48.1,72.7,77.1,84.2,80,81.9,71.8,8.2,60.6,60.7,61.4,59.9,50.1,33.5,40,40.5,27.3,41.9,47.1,0,3.2,3.7,18.9,0,
ZBTB21#ENSG00000173276,100,99.7,99.6,99.2,96.8,93.9,61.9,85.9,55.6,46.3,65.6,84.5,88.4,65.2,0,0,75.9,77.3,80,72.5,0,28.7,28,41.1,40.7,34.1,46.8,0,0,0,0,0,
DEAF1#ENSG00000177030,100,99.8,95.8,69.6,98.1,83.5,85.1,93.5,0,0,92.2,75.4,69.7,77.5,0,0,77.9,77,75,68.1,45.7,46.7,48.8,48,39.8,48.8,56.6,25.1,17.9,17.3,20.9,0,
NEUROD4#ENSG00000123307,100,99.7,99.4,98.5,98.2,94.3,87.3,88.5,0,91.2,92.1,93.4,91.5,91.8,0,51.4,79.2,68,80.7,77.6,65.3,54.1,55.9,59.2,52,56.2,60.7,0,0,0,0,22.1,
ZIC4#ENSG00000174963,100,86.7,90.6,88,68.2,85.4,74.2,76,77.9,81.3,83.9,76.6,0,82.3,0,65.9,64.6,56.8,62.5,44.3,59.6,60.7,59.4,60.4,60.4,59.9,59.4,0,38.5,37.2,44,28.9,
FOXN4#ENSG00000139445,100,99.6,99.6,63.2,89.9,85.3,74.3,81.4,79.7,90.3,83.9,89,86.5,39.1,0,56.1,66.9,68.3,62.1,37.7,59.8,44.1,55.7,56.3,49.1,55.5,62.9,19.1,16.1,13.2,26.7,0,
MYRF#ENSG00000124920,100,89.4,99.7,95.7,89.9,87.1,88.6,86.4,93,89.9,86.6,91.8,86,88.8,0,64.3,60.4,40.9,66.6,65.7,56.6,47.4,48,48.1,41.7,32.9,14.8,0,21.1,0,25.8,20.2,
SP1#ENSG00000185591,100,100,99.7,99.4,98.2,98,96.4,95,98,96.8,96.9,97.2,96.9,28.5,0,0,76.9,54,70.8,68.4,68.8,43.9,41,43.8,36.6,37.6,0,0,0,0,27,9,
HOXC10#ENSG00000180818,100,99.4,99.1,98.2,45.9,98.5,97.4,97.4,95.3,81.3,79.5,98,97.4,61.4,0,58.8,73.7,49.4,72.5,71.3,69.3,38.9,38.6,30.1,26.6,42.1,52.6,0,26.3,26,19.9,0,
BCL6#ENSG00000113916,100,99.7,99.7,98.4,97.5,96.5,95.2,94.8,95.2,95,94.9,96.5,95.2,96.3,0,85,79.6,80.5,80.2,66.4,67.1,59.3,59.3,59.1,43.3,60.2,61.8,11.3,25.4,25.6,14.2,0,
NFE2L2#ENSG00000116044,100,99.8,97.2,98.8,96.9,93.6,81.3,80.8,85.6,88.9,85.8,91.4,84.6,84.6,74.7,58.3,63,62.1,62,60.2,51.2,40.3,40.8,40.8,42.5,43,49.8,0,21.8,22.8,26.4,0,
GRHL3#ENSG00000158055,100,90.9,99.5,97.8,94.9,80.2,75.4,83.1,86.7,84,85.6,85.5,85,85.9,77.3,46.5,70,67.9,63.9,66.3,60.1,16.5,32.9,32.3,29.9,40.6,46.3,0,33.2,33.9,28.1,23.6,
E2F3#ENSG00000112242,100,71.2,87.5,99.4,96.6,97.8,87.7,94.2,97,97.4,69.2,69.9,70.3,70.8,89,61.3,74.2,62.8,64.9,55.9,64.7,0,49.2,49.2,51.4,43.4,59.6,0,31.8,32.9,25.2,18.1,
TFAP2E#ENSG00000116819,100,94.8,99.3,97.7,79.2,96.4,93.9,93.2,76.2,95.5,0,24.9,55.9,74.4,79.9,79.2,75.6,73.3,78.1,51.6,73.8,0,18.8,65.6,34.2,67.4,69.5,0,0,48,46.2,30.3,
ARID3B#ENSG00000179361,100,99.3,99.5,98.6,91.1,91.8,86.5,85.7,57.6,88.1,56.7,90,83.4,90.7,67.4,40.8,70.2,56.7,70.6,70.1,42.4,28.9,0,37.3,38.1,45.5,51,0,32.6,32.3,31.2,24.8,
RBPJL#ENSG00000124232,100,99.6,83.2,97.3,91.9,91.1,87.8,87.8,87,89.9,0,82.6,87.8,91.5,82,25.7,69.1,54.5,64.2,65.8,0,0,47.8,25.7,13.2,59.6,61.7,0,39.8,39.3,45.1,39.3,
ZNF76#ENSG00000065029,100,98.9,97.9,89.3,97.5,95.1,91.9,92.1,93.5,93.2,91.9,96,94.4,93.2,92.1,0,60.7,70.4,80.9,0,0,0,0,0,0,57.7,71.1,44.6,24.6,22.1,0,0,
LIN28A#ENSG00000131914,100,99,99.5,99,99,94.3,98.1,96.7,96.2,93.8,93.8,95.2,93.3,91.9,89.5,0,80.4,56.5,56.5,55,0,0,0,0,0,0,0,0,33.5,37.8,35.4,28.2,
POGK#ENSG00000143157,100,99.8,99.5,98.9,4.8,93.1,90.8,91,91.5,95.6,90.5,95.9,51.7,96.2,85.7,0,0,9.9,23.3,29.6,25.1,13.6,0,0,16.3,20.9,0,0,0,0,0,15.9,
ZNF268#ENSG00000090612,100,75.8,0,95.2,91.1,86.4,0,0,0,64.2,82.5,84.4,0,84.2,0,37.8,0,0,29.9,43.5,39.6,37.3,30,37.8,17.8,33.3,34.1,0,34.6,0,0,0,
ZNF260#ENSG00000254004,100,100,0,98.1,97.1,87.9,85.2,85.7,92.2,0,91.5,92.7,90,93.4,40.5,0,41.7,42.2,0,51,49.5,29.6,30.1,28.9,33.3,36.9,0,26.2,28.6,31.3,30.3,0,
BHLHA15#ENSG00000180535,100,99.5,0,95.2,93.7,81,80.4,82,63,81.5,79.4,58.2,82,47.1,54,55,45.5,0,49.7,44.4,48.1,43.4,41.3,42.9,39.2,42.3,0,0,30.2,30.2,38.6,0,
ZFP2#ENSG00000198939,100,99.6,0,97,96.3,90,85.9,85.5,82.9,73.5,79.8,75.1,90.7,74.8,51.8,0,0,0,36.7,50.1,40.1,40.1,29.3,29.5,0,47.7,40.8,43.2,29.3,36.4,0,0,
ATOH8#ENSG00000168874,100,83.5,46.1,96,94.4,89.7,88.8,88.5,91.6,91.3,91,82.2,90,31.5,60.1,28.7,45.8,18.7,18.4,33.3,0,0,26.8,26.5,27.4,38.9,46.1,0,28,15.6,27.4,0,
INSM2#ENSG00000168348,100,97.9,50.2,94.5,89.4,0,60.6,60.4,79.3,0,65.7,71,67.8,55.5,0,0,0,0,0,0,39.8,0,25.6,38.5,32.9,42.4,0,0,0,13.1,20.5,15.2,
PROP1#ENSG00000175325,100,98.2,96.9,81.4,85.4,60.6,69.9,72.1,76.5,74.8,81,78.8,78.3,77,0,0,0,0,0,32.7,0,22.6,30.5,30.5,30.1,0,33.6,0,23.9,25.2,27,25.2,
IRF9#ENSG00000213928,100,98.2,99,95.2,90.8,82.2,70.2,69.7,79.1,77.9,81.2,83.5,75.3,83,56,0,0,0,0,37.2,28.2,30,28.8,31.3,29.8,30.3,24.7,0,28.5,26.7,0,0,
NR1I2#ENSG00000144852,100,98.5,99.2,94.9,92.4,85.4,69.8,70.2,71.7,72.7,76.3,80.3,65.1,80.3,62.6,0,0,0,0,0,42.5,37.8,37.2,37.4,0,42.7,33.4,0,26.2,26.6,0,0,
CREB3L4#ENSG00000143578,100,99.2,99,96.2,94.2,74.2,68.1,66.8,85.8,81.8,83.3,77,81.5,86.3,65.6,0,0,0,0,0,46.1,27.1,0,42.5,0,0,47.6,25.3,28.1,26.3,0,24.3,
THAP3#ENSG00000041988,100,98.7,98.3,94.6,87.9,57.3,69,70.3,69.9,74.1,65.3,64.9,71.5,55.6,66.9,31.8,0,0,35.6,0,0,18.4,0.8,0,0,34.3,36.8,0,0,0,26.4,11.3,
PAX4#ENSG00000106331,100,89.2,88.6,96.2,84,81,75.8,75.2,80.8,74.3,76.4,79,68.8,77,41.7,51.9,0,0,32.9,0,0,19.8,19,34.1,25.9,37.3,37,0,0,0,0,0,
TCF23#ENSG00000163792,100,100,99.5,97.2,91.1,86.9,71.5,73.8,74.8,79.4,79,76.6,75.2,82.2,65.9,43.5,0,0,0,0,0,0,0,0,0,35,0,32.7,0,0,21.5,0,
NOBOX#ENSG00000106410,100,98.4,97.3,87.3,84.2,66,40.8,41.5,59.8,47.9,43,57.6,57.6,60.1,31.3,15.1,14.3,7.5,19.2,12.6,20,11,0,0,8.5,0,22.6,0,0,0,0,0,
IRF3#ENSG00000126456,100,29,95.1,71.9,69.2,64.6,55.8,52.9,32.5,58,59.3,60.8,60.2,57.7,37.4,0,0,0,0,30.3,26.1,21.5,22.6,23.9,19.9,22.1,26.3,0,17.3,18.1,0,0,
FIGLA#ENSG00000183733,100,98.2,97.3,92.2,79,81.3,57.1,58,74,59.4,69.4,73.5,73.5,69.9,36.1,0,0,0,37.4,0,34.7,25.1,26.5,23.7,26.9,24.7,22.8,0,23.7,25.6,0,0,
ZBTB22#ENSG00000236104,100,99.5,99.4,98.1,96.5,93.5,86.1,86.4,91.3,92.6,92.1,0,90.1,94.2,58.7,0,0,13.7,45.1,54.1,43.7,40.1,38.5,42.4,22.2,41.5,0,28.4,0,0,0,0,
NRL#ENSG00000129535,100,100,91.1,97.9,51.9,95.4,90.3,89.5,93.2,90.7,92,0,91.1,95.4,83.5,0,0,0,0,51.5,61.2,25.7,0,0,0,0,0,0,33.3,33.8,35.9,0,
NKX3-1#ENSG00000167034,100,90.6,85.9,76.1,82.9,59.8,65,66.2,76.9,74.8,76.9,0,68.4,52.1,59.8,51.7,38.9,0,46.6,24.8,43.6,38.5,0,0,34.2,35.9,37.2,0,0,24.4,35.5,0,
HES2#ENSG00000069812,100,98.3,99.4,96.5,87.3,78,68.2,65.9,75.1,80.9,80.3,0,0,75.7,59.5,61.3,0,0,0,0,46.8,39.9,41.6,42.2,38.7,38.2,45.7,0,35.8,35.8,37,0,
ZNF569#ENSG00000196437,100,100,99,99,97.8,89.8,85,0,0,91.5,92.3,0,0,73.8,0,46.2,0,0,37,46.1,41.5,39.8,28.7,41.7,20.6,38.9,38.6,0,38.6,0,0,0,
IRX3#ENSG00000177508,100,97.2,98,97.8,96.8,95.8,58.3,85.8,0,94,92.8,0,0,70.9,86.6,0,51.3,0,45.9,0,55.7,47.1,47.7,47.5,44.1,51.9,54.5,0,28.3,28.7,27.7,0,
HOXD9#ENSG00000128709,100,91.8,98,96.3,64.8,88.9,80.1,84.4,56.5,90.3,89.8,22.4,0,78.4,62.2,28.1,59.4,0,0,0,46.6,41.8,40.3,0,38.6,42.6,46.3,15.3,19.9,20.5,20.7,0,
SKOR1#ENSG00000188779,100,57.6,57.8,57,55,56,56,55.6,54.5,56.5,55.6,50.1,0,47.9,53.9,41.7,44.1,22.7,0,0,39.4,37.9,40.4,39.6,37.1,42.4,41.5,21.7,0,0,0,0,
NKX6-3#ENSG00000165066,100,73.3,73.3,71.9,73.3,0,70.4,70.4,69.6,68.9,0,69.6,0,0,66.7,65.9,60.7,63,0,45.2,56.3,0,53.3,53.3,51.9,48.9,51.1,0,23.7,25.9,20,20,
BARX1#ENSG00000131668,100,70.5,99.6,85,96.5,0,96.1,95.7,84.3,94.5,95.3,66.5,0,31.1,83.1,81.5,79.9,81.1,0,78,74,0,62.6,62.2,68.1,66.9,69.3,0,26.8,28.3,0,0,
DMRT3#ENSG00000064218,100,94.5,96.6,0,89.2,0,91.1,91.3,91.1,90,0,19.7,18.9,0,89.6,84.7,84.7,82.8,0,81.6,73.7,0,61.7,61.2,40.9,64.4,68,0,0,0,17.8,17.4,
PURB#ENSG00000146676,100,99.7,81.7,99.7,90.4,96.8,95.8,97.4,92.9,92.3,0,0,0,0,83,0,85.9,0,0,48.4,83.7,71.5,76,77.6,77.2,80.4,71.2,66.3,40.1,41.7,38.8,26.6,
SP8#ENSG00000164651,100,99.6,0,99.4,98.8,99.4,97.4,93.9,0,90,95.1,0,0,25.6,68.9,0,84.4,37.6,0,0,71.5,73,72.2,72.4,71.5,68.9,75.2,30.9,0,0,48.4,13.6,
SCX#ENSG00000260428,100,57.7,0,82.1,60.2,94.5,95.5,95.5,0,91.5,0,80.1,0,0,0,0,68.7,0,0,73.1,63.2,61.7,62.7,54.7,46.8,63.7,65.2,36.3,0,24.4,29.9,0,
SP5#ENSG00000204335,100,96.2,50.8,99.2,99.5,98.7,97.5,97.5,0,91.2,0,85.2,74.6,0,84.7,81.7,81.9,76.1,0,65.1,67.8,64.6,57.3,64.6,64.1,64.8,68.1,0,0,0,0,18.1,
HMG20B#ENSG00000064961,100,65.3,99.1,95,81.1,93.4,93.7,93.7,0,45.4,0,95.6,83.6,0,83,78.2,80.1,76,79.8,0,70,53.3,51.1,0,51.1,55.8,36.6,0,30.9,31.9,24.3,18.6,
NFIC#ENSG00000141905,100,96.1,96.9,98.2,95.5,79.9,79.9,79.7,0,81.7,0,78.5,85.4,60.4,76.2,37.2,71.1,86.6,75.8,22.6,78.3,70.3,31.9,66.9,36.2,80.3,81.3,32.1,34.1,34.4,36.8,27.4,
DLX6#ENSG00000006377,100,100,89.4,50.9,64.8,98.3,59.4,98,50.2,80.5,0,59.4,82.9,50.2,50.2,44.7,85,85.3,50.5,51.2,74.7,71.3,70,70.6,62.5,70.6,71.7,23.9,33.8,21.5,37.5,0,
SOX8#ENSG00000005513,100,80.3,98.9,31.2,93.5,87.9,82.7,83.4,0,85.4,0,55.4,83.4,58.1,74.7,25.1,73.1,70.9,67.7,70.4,70.2,65.2,66.4,66.8,52.2,53.1,64.8,0,40.4,39.7,26.9,0,
TAL2#ENSG00000186051,100,100,100,97.2,96.3,94.4,85.2,86.1,0,92.6,0,88.9,90.7,88.9,73.1,79.6,75.9,79.6,82.4,77.8,66.7,51.9,0,54.6,50.9,51.9,53.7,0,0,0,47.2,0,
NEUROD6#ENSG00000164600,100,100,100,100,100,99.4,98.5,98.2,0,99.7,0,100,98.8,99.1,93.5,87.8,0,92.9,95.5,90.2,84.6,56.1,53.7,53.4,51.3,64.1,68.8,0,0,0,0,21.1,
RXRA#ENSG00000186350,100,99.8,97.6,89,98.5,94.8,98.5,98.5,0,96.1,0,97.4,95.7,92.6,95.5,91.1,53.2,93.7,97.2,90.7,87.9,84,64.7,83.3,83.8,86.8,89,42.6,58,58.2,44.6,0,
HNF4G#ENSG00000164749,100,99.8,99.8,99.3,98.2,97.5,93.9,89.7,50.3,91.9,0,97.1,95.7,96.6,91.5,59.6,87.2,85.2,52.4,82.2,82.5,67.2,68.3,67.6,60.9,67.9,71.9,61.8,57.8,59.8,56.4,32.4,
STAT5B#ENSG00000173757,100,91.9,99.9,85.8,69.5,97.6,97.1,96.6,97.6,97.5,23.6,81.2,96.7,98,93,78,86.4,88.8,44.5,87.5,87.3,80.4,79.4,79.8,75.5,79.2,81.3,67.9,50.8,51.1,31.3,22,
CREB1#ENSG00000118260,100,100,100,100,99.7,100,98.8,99.7,100,95.3,60.7,100,100,99.7,94.7,46.6,94.4,93.3,95.3,81.8,92.7,76.2,80.6,81.5,67.2,85.6,89.4,40.5,32.3,32.3,23.2,24.3,
HNF1B#ENSG00000275410,100,99.5,99.6,98.7,98.4,98.6,97.1,96.4,92.6,97.5,58,97.5,97.8,98.7,94.6,54.2,78.5,76.8,84.9,68.9,87.1,78.8,77.4,72.7,78.1,81,67.7,15.4,26.9,27.5,0,12.6,
MITF#ENSG00000187098,100,99.6,99.6,94.4,99.8,92.5,94,94.4,98.1,75.2,35.8,91.7,87.9,91.5,95,39.6,91.7,82.5,77.3,68.8,70.6,59,52.5,65.4,61.9,62.5,71.3,16.7,24.4,24.2,17.5,20.8,
ZNF277#ENSG00000198839,100,99.3,78.2,95.8,97.1,79.1,86.9,87.3,88.2,88.7,24.2,89.8,74.2,88.9,81.3,42.7,73.3,70.4,69.3,70.7,67.1,60.9,59.8,59.3,52.7,61.1,58.9,48.9,26.7,42.2,34.4,37.6,
TEF#ENSG00000167074,100,100,76.9,100,99.3,98.7,92.4,97.4,86.1,97.4,0,86.8,96,89.1,86.8,75.6,78.5,76.9,77.6,78.5,55.8,51.8,51.8,55.1,53.5,53.1,45.9,26.4,20.1,32.3,34.7,16.5,
ATF1#ENSG00000123268,100,99.6,52,99.3,98.5,97.4,91.1,91.1,92.3,96.3,14,88.2,91.5,97.8,91.1,68.6,81.2,80.4,83.4,70.1,70.5,12.2,62,59.8,54.2,62.7,70.1,36.5,34.7,34.3,27.3,29.5,
GMEB2#ENSG00000101216,100,85.7,99.8,98.7,95.7,96,94.7,94,87.7,92.6,0,92.8,92.1,94.9,86.4,87.2,79.8,81.3,83.6,77.4,61.7,0,50.6,50.2,36.8,54,65.7,28.7,13.2,21.7,0,15.5,
GMEB1#ENSG00000162419,100,99.8,100,98.1,99.5,97.2,93.7,93.4,98.3,97.4,0,97.2,98.1,97.4,91.6,80.1,85.2,85.7,85.3,51.1,55.1,37.9,36,36.6,23.9,40.3,49.7,23.7,12,20.4,0,13.6,
ZBTB46#ENSG00000130584,100,99,99.3,84.6,84,90.2,90.8,91,67.7,87.1,0,89,84.9,90.8,82.3,83,81,76.6,81,78.6,31.1,67.7,41.3,67.6,21.7,67.4,71.6,22.9,19.7,19,15.8,0,
IRF4#ENSG00000137265,100,99.6,99.3,98,93.1,96.2,92.2,92.2,87.4,93.8,0,95.8,96,94.9,89.1,49.4,84.3,84.5,87.1,80.7,71.2,58.1,55.7,55.9,50.8,64.5,72.7,0,29.9,29.7,0,0,
GABPA#ENSG00000154727,100,100,99.6,99.8,96.9,99.1,98.2,96,98.2,98.7,0,99.1,96.9,98.5,96.9,23.1,93.2,91.2,95.4,94.5,87.7,73.1,71.6,70.9,71.4,74.7,78.2,0,38.5,36.6,38.3,0,
TFAP4#ENSG00000090447,100,95.3,92.3,81.7,99.7,97.9,97.6,97.6,97.3,94.7,0,96.7,97,97,96.2,56.2,91.1,72.5,66.3,82.8,82.2,74.6,74.3,74.6,68.3,76.6,84.3,0,39.9,40.5,34,25.1,
CLOCK#ENSG00000134852,100,100,94.3,99.9,99.3,95.3,94.6,95.6,90.8,96.8,21.7,96.3,97.6,97.3,91.6,78.6,87.4,62.8,88.2,86.1,75.7,66.2,65.5,67.1,60.8,71.5,65.4,26.6,0,0,35.5,0,
ATF2#ENSG00000115966,100,100,94.5,98.4,96.4,97.6,94.9,95.6,92.5,99,26.7,92.7,99,97.8,95.8,94.7,88.9,92.5,93.3,90.1,83.4,66.7,67.9,67.1,48.3,68.9,80,21,0,27.5,0,0,
SOX6#ENSG00000110693,100,99.3,99.8,99.3,99,98.4,96.5,96.8,98.5,98,29,65.8,98.1,97.9,94.9,94.4,89.9,89.1,88,85.8,64.1,61.9,65.3,73,69.1,74.6,79.8,19.2,0,17.3,19.7,16.5,
MKX#ENSG00000150051,100,99.7,100,98,96.3,96.3,73.6,89.2,90.6,95.2,63.1,95.7,74.4,79.3,90.1,85.8,87.5,77.3,87.5,87.5,80.4,38.6,67,68.8,67.9,69.6,71.9,38.1,0,0,25.3,18.2,
ZNF704#ENSG00000164684,100,99.8,100,99.5,99.5,95.9,89.3,87.4,95.9,78.4,78.4,96.1,60,77.9,90.5,76.7,82,71.1,81.6,82.5,57.3,61.7,43,66,54.9,68.2,61.9,23.5,0,16.7,24.3,0,
POU1F1#ENSG00000064835,100,99.7,99.7,91.8,96.5,91.2,88,87.7,88,95.9,89,95.9,95.3,88.3,84.9,85.2,84.9,82,85.8,80.8,78.9,57.7,62.5,64.4,67.5,69.1,73.8,0,0,0,0,0,
PHF21A#ENSG00000135365,100,100,99.3,96.8,99.6,94.3,94.6,93.8,94.3,89.3,81.2,96.8,98.2,87.5,91.2,76.6,89.7,89.7,74.9,57.9,69,62.9,60.1,60.6,52.5,58.8,69,26,0,7.6,0,0,
